🏻 => 🏻, faʻahinga 1–2, hinehina, kili
🏼 => 🏼, faʻahinga 3, kelokelo, kili
🏽 => 🏽, faʻahinga 4, kili, melomelo
🏾 => 🏾, faʻahinga 5, ʻuliʻuli, kili, kili melomelo-ʻuliʻuli, melomelo
🏿 => 🏿, faʻahinga 6, ʻuliʻuli, kili
♪ => ♪, nota vaevalu, tuʻungafasi
♭ => ♭, falati, tuʻungafasi
♯ => ♯, saapa, tuʻungafasi
😀 => 😀, mata fiefia
🧑🏼‍🤝‍🧑🏼 => 🧑🏼‍🤝‍🧑🏼, kakai fetakinima, kili kelokelo
🧑🏼‍🤝‍🧑🏽 => 🧑🏼‍🤝‍🧑🏽, kakai fetakinima, kili kelokelo, kili melomelo
🧑🏼‍🤝‍🧑🏾 => 🧑🏼‍🤝‍🧑🏾, kakai fetakinima, kili kelokelo, kili melomelo-ʻuliʻuli
🧑🏼‍🤝‍🧑🏿 => 🧑🏼‍🤝‍🧑🏿, kakai fetakinima, kili ʻuliʻuli, kili kelokelo
🧑🏽‍🤝‍🧑🏻 => 🧑🏽‍🤝‍🧑🏻, kakai fetakinima, kili hinehina, kili melomelo
🧑🏽‍🤝‍🧑🏼 => 🧑🏽‍🤝‍🧑🏼, kakai fetakinima, kili kelokelo, kili melomelo
🧑🏽‍🤝‍🧑🏽 => 🧑🏽‍🤝‍🧑🏽, kakai fetakinima, kili melomelo
🧑🏽‍🤝‍🧑🏾 => 🧑🏽‍🤝‍🧑🏾, kakai fetakinima, kili melomelo, kili melomelo-ʻuliʻuli
🧑🏽‍🤝‍🧑🏿 => 🧑🏽‍🤝‍🧑🏿, kakai fetakinima, kili ʻuliʻuli, kili melomelo
🧑🏾‍🤝‍🧑🏻 => 🧑🏾‍🤝‍🧑🏻, kakai fetakinima, kili hinehina, kili melomelo-ʻuliʻuli
🧑🏾‍🤝‍🧑🏼 => 🧑🏾‍🤝‍🧑🏼, kakai fetakinima, kili kelokelo, kili melomelo-ʻuliʻuli
🧑🏾‍🤝‍🧑🏽 => 🧑🏾‍🤝‍🧑🏽, kakai fetakinima, kili melomelo, kili melomelo-ʻuliʻuli
🧑🏾‍🤝‍🧑🏾 => 🧑🏾‍🤝‍🧑🏾, kakai fetakinima, kili melomelo-ʻuliʻuli
🧑🏾‍🤝‍🧑🏿 => 🧑🏾‍🤝‍🧑🏿, kakai fetakinima, kili ʻuliʻuli, kili melomelo-ʻuliʻuli
🧑🏿‍🤝‍🧑🏻 => 🧑🏿‍🤝‍🧑🏻, kakai fetakinima, kili hinehina, kili ʻuliʻuli
🧑🏿‍🤝‍🧑🏼 => 🧑🏿‍🤝‍🧑🏼, kakai fetakinima, kili ʻuliʻuli, kili kelokelo
🧑🏿‍🤝‍🧑🏽 => 🧑🏿‍🤝‍🧑🏽, kakai fetakinima, kili ʻuliʻuli, kili melomelo
🧑🏿‍🤝‍🧑🏾 => 🧑🏿‍🤝‍🧑🏾, kakai fetakinima, kili ʻuliʻuli, kili melomelo-ʻuliʻuli
🧑🏿‍🤝‍🧑🏿 => 🧑🏿‍🤝‍🧑🏿, kakai fetakinima, kili ʻuliʻuli
👭🏻 => 👭🏻, kili hinehina, ongo fafine fetakinima
👩🏻‍🤝‍👩🏼 => 👩🏻‍🤝‍👩🏼, kili hinehina, kili kelokelo, ongo fafine fetakinima
👩🏻‍🤝‍👩🏽 => 👩🏻‍🤝‍👩🏽, kili hinehina, kili melomelo, ongo fafine fetakinima
👩🏻‍🤝‍👩🏾 => 👩🏻‍🤝‍👩🏾, kili hinehina, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏻‍🤝‍👩🏿 => 👩🏻‍🤝‍👩🏿, kili hinehina, kili ʻuliʻuli, ongo fafine fetakinima
👩🏼‍🤝‍👩🏻 => 👩🏼‍🤝‍👩🏻, kili hinehina, kili kelokelo, ongo fafine fetakinima
👭🏼 => 👭🏼, kili kelokelo, ongo fafine fetakinima
👩🏼‍🤝‍👩🏽 => 👩🏼‍🤝‍👩🏽, kili kelokelo, kili melomelo, ongo fafine fetakinima
👩🏼‍🤝‍👩🏾 => 👩🏼‍🤝‍👩🏾, kili kelokelo, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏼‍🤝‍👩🏿 => 👩🏼‍🤝‍👩🏿, kili ʻuliʻuli, kili kelokelo, ongo fafine fetakinima
👩🏽‍🤝‍👩🏻 => 👩🏽‍🤝‍👩🏻, kili hinehina, kili melomelo, ongo fafine fetakinima
👩🏽‍🤝‍👩🏼 => 👩🏽‍🤝‍👩🏼, kili kelokelo, kili melomelo, ongo fafine fetakinima
👭🏽 => 👭🏽, kili melomelo, ongo fafine fetakinima
👩🏽‍🤝‍👩🏾 => 👩🏽‍🤝‍👩🏾, kili melomelo, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏽‍🤝‍👩🏿 => 👩🏽‍🤝‍👩🏿, kili ʻuliʻuli, kili melomelo, ongo fafine fetakinima
👩🏾‍🤝‍👩🏻 => 👩🏾‍🤝‍👩🏻, kili hinehina, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏾‍🤝‍👩🏼 => 👩🏾‍🤝‍👩🏼, kili kelokelo, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏾‍🤝‍👩🏽 => 👩🏾‍🤝‍👩🏽, kili melomelo, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👭🏾 => 👭🏾, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏾‍🤝‍👩🏿 => 👩🏾‍🤝‍👩🏿, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👩🏿‍🤝‍👩🏻 => 👩🏿‍🤝‍👩🏻, kili hinehina, kili ʻuliʻuli, ongo fafine fetakinima
👩🏿‍🤝‍👩🏼 => 👩🏿‍🤝‍👩🏼, kili ʻuliʻuli, kili kelokelo, ongo fafine fetakinima
👩🏿‍🤝‍👩🏽 => 👩🏿‍🤝‍👩🏽, kili ʻuliʻuli, kili melomelo, ongo fafine fetakinima
👩🏿‍🤝‍👩🏾 => 👩🏿‍🤝‍👩🏾, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo fafine fetakinima
👭🏿 => 👭🏿, kili ʻuliʻuli, ongo fafine fetakinima
👫🏻 => 👫🏻, kili hinehina, tangata mo fefine fetakinima
👩🏻‍🤝‍👨🏼 => 👩🏻‍🤝‍👨🏼, kili hinehina, kili kelokelo, tangata mo fefine fetakinima
👩🏻‍🤝‍👨🏽 => 👩🏻‍🤝‍👨🏽, kili hinehina, kili melomelo, tangata mo fefine fetakinima
👩🏻‍🤝‍👨🏾 => 👩🏻‍🤝‍👨🏾, kili hinehina, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏻‍🤝‍👨🏿 => 👩🏻‍🤝‍👨🏿, kili hinehina, kili ʻuliʻuli, tangata mo fefine fetakinima
👩🏼‍🤝‍👨🏻 => 👩🏼‍🤝‍👨🏻, kili hinehina, kili kelokelo, tangata mo fefine fetakinima
👫🏼 => 👫🏼, kili kelokelo, tangata mo fefine fetakinima
👩🏼‍🤝‍👨🏽 => 👩🏼‍🤝‍👨🏽, kili kelokelo, kili melomelo, tangata mo fefine fetakinima
👩🏼‍🤝‍👨🏾 => 👩🏼‍🤝‍👨🏾, kili kelokelo, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏼‍🤝‍👨🏿 => 👩🏼‍🤝‍👨🏿, kili ʻuliʻuli, kili kelokelo, tangata mo fefine fetakinima
👩🏽‍🤝‍👨🏻 => 👩🏽‍🤝‍👨🏻, kili hinehina, kili melomelo, tangata mo fefine fetakinima
👩🏽‍🤝‍👨🏼 => 👩🏽‍🤝‍👨🏼, kili kelokelo, kili melomelo, tangata mo fefine fetakinima
👫🏽 => 👫🏽, kili melomelo, tangata mo fefine fetakinima
👩🏽‍🤝‍👨🏾 => 👩🏽‍🤝‍👨🏾, kili melomelo, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏽‍🤝‍👨🏿 => 👩🏽‍🤝‍👨🏿, kili ʻuliʻuli, kili melomelo, tangata mo fefine fetakinima
👩🏾‍🤝‍👨🏻 => 👩🏾‍🤝‍👨🏻, kili hinehina, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏾‍🤝‍👨🏼 => 👩🏾‍🤝‍👨🏼, kili kelokelo, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏾‍🤝‍👨🏽 => 👩🏾‍🤝‍👨🏽, kili melomelo, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👫🏾 => 👫🏾, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏾‍🤝‍👨🏿 => 👩🏾‍🤝‍👨🏿, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👩🏿‍🤝‍👨🏻 => 👩🏿‍🤝‍👨🏻, kili hinehina, kili ʻuliʻuli, tangata mo fefine fetakinima
👩🏿‍🤝‍👨🏼 => 👩🏿‍🤝‍👨🏼, kili ʻuliʻuli, kili kelokelo, tangata mo fefine fetakinima
👩🏿‍🤝‍👨🏽 => 👩🏿‍🤝‍👨🏽, kili ʻuliʻuli, kili melomelo, tangata mo fefine fetakinima
👩🏿‍🤝‍👨🏾 => 👩🏿‍🤝‍👨🏾, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, tangata mo fefine fetakinima
👫🏿 => 👫🏿, kili ʻuliʻuli, tangata mo fefine fetakinima
👬🏻 => 👬🏻, kili hinehina, ongo tangata fetakinima
👨🏻‍🤝‍👨🏼 => 👨🏻‍🤝‍👨🏼, kili hinehina, kili kelokelo, ongo tangata fetakinima
👨🏻‍🤝‍👨🏽 => 👨🏻‍🤝‍👨🏽, kili hinehina, kili melomelo, ongo tangata fetakinima
👨🏻‍🤝‍👨🏾 => 👨🏻‍🤝‍👨🏾, kili hinehina, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏻‍🤝‍👨🏿 => 👨🏻‍🤝‍👨🏿, kili hinehina, kili ʻuliʻuli, ongo tangata fetakinima
👨🏼‍🤝‍👨🏻 => 👨🏼‍🤝‍👨🏻, kili hinehina, kili kelokelo, ongo tangata fetakinima
👬🏼 => 👬🏼, kili kelokelo, ongo tangata fetakinima
👨🏼‍🤝‍👨🏽 => 👨🏼‍🤝‍👨🏽, kili kelokelo, kili melomelo, ongo tangata fetakinima
👨🏼‍🤝‍👨🏾 => 👨🏼‍🤝‍👨🏾, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏼‍🤝‍👨🏿 => 👨🏼‍🤝‍👨🏿, kili ʻuliʻuli, kili kelokelo, ongo tangata fetakinima
👨🏽‍🤝‍👨🏻 => 👨🏽‍🤝‍👨🏻, kili hinehina, kili melomelo, ongo tangata fetakinima
👨🏽‍🤝‍👨🏼 => 👨🏽‍🤝‍👨🏼, kili kelokelo, kili melomelo, ongo tangata fetakinima
👬🏽 => 👬🏽, kili melomelo, ongo tangata fetakinima
👨🏽‍🤝‍👨🏾 => 👨🏽‍🤝‍👨🏾, kili melomelo, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏽‍🤝‍👨🏿 => 👨🏽‍🤝‍👨🏿, kili ʻuliʻuli, kili melomelo, ongo tangata fetakinima
👨🏾‍🤝‍👨🏻 => 👨🏾‍🤝‍👨🏻, kili hinehina, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏾‍🤝‍👨🏼 => 👨🏾‍🤝‍👨🏼, kili kelokelo, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏾‍🤝‍👨🏽 => 👨🏾‍🤝‍👨🏽, kili melomelo, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👬🏾 => 👬🏾, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏾‍🤝‍👨🏿 => 👨🏾‍🤝‍👨🏿, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👨🏿‍🤝‍👨🏻 => 👨🏿‍🤝‍👨🏻, kili hinehina, kili ʻuliʻuli, ongo tangata fetakinima
👨🏿‍🤝‍👨🏼 => 👨🏿‍🤝‍👨🏼, kili ʻuliʻuli, kili kelokelo, ongo tangata fetakinima
👨🏿‍🤝‍👨🏽 => 👨🏿‍🤝‍👨🏽, kili ʻuliʻuli, kili melomelo, ongo tangata fetakinima
👨🏿‍🤝‍👨🏾 => 👨🏿‍🤝‍👨🏾, kili ʻuliʻuli, kili melomelo-ʻuliʻuli, ongo tangata fetakinima
👬🏿 => 👬🏿, kili ʻuliʻuli, ongo tangata fetakinima
💏🏻 => 💏🏻, ʻuma, kili hinehina
💏🏼 => 💏🏼, ʻuma, kili kelokelo
💏🏽 => 💏🏽, ʻuma, kili melomelo
💏🏾 => 💏🏾, ʻuma, kili melomelo-ʻuliʻuli
💏🏿 => 💏🏿, ʻuma, kili ʻuliʻuli
👩‍❤‍💋‍👨 => 👩‍❤‍💋‍👨, fefine, ʻuma, tangata
👨‍❤‍💋‍👨 => 👨‍❤‍💋‍👨, ʻuma, tangata
👩‍❤‍💋‍👩 => 👩‍❤‍💋‍👩, fefine, ʻuma
💑🏻 => 💑🏻, kili hinehina, ongo tokoua moe mafu
💑🏼 => 💑🏼, kili kelokelo, ongo tokoua moe mafu
💑🏽 => 💑🏽, kili melomelo, ongo tokoua moe mafu
💑🏾 => 💑🏾, kili melomelo-ʻuliʻuli, ongo tokoua moe mafu
💑🏿 => 💑🏿, kili ʻuliʻuli, ongo tokoua moe mafu
👩‍❤‍👨 => 👩‍❤‍👨, fefine, ongo tokoua moe mafu, tangata
👨‍❤‍👨 => 👨‍❤‍👨, ongo tokoua moe mafu, tangata
👩‍❤‍👩 => 👩‍❤‍👩, fefine, ongo tokoua moe mafu
👨‍👩‍👦 => 👨‍👩‍👦, fāmili, fefine, tamasiʻi, tangata
👨‍👩‍👧 => 👨‍👩‍👧, fāmili, fefine, taʻahine, tangata
👨‍👩‍👧‍👦 => 👨‍👩‍👧‍👦, fāmili, fefine, taʻahine, tamasiʻi, tangata
👨‍👩‍👦‍👦 => 👨‍👩‍👦‍👦, fāmili, fefine, tamasiʻi, tangata
👨‍👩‍👧‍👧 => 👨‍👩‍👧‍👧, fāmili, fefine, taʻahine, tangata
👨‍👨‍👦 => 👨‍👨‍👦, fāmili, tamasiʻi, tangata
👨‍👨‍👧 => 👨‍👨‍👧, fāmili, taʻahine, tangata
👨‍👨‍👧‍👦 => 👨‍👨‍👧‍👦, fāmili, taʻahine, tamasiʻi, tangata
👨‍👨‍👦‍👦 => 👨‍👨‍👦‍👦, fāmili, tamasiʻi, tangata
👨‍👨‍👧‍👧 => 👨‍👨‍👧‍👧, fāmili, taʻahine, tangata
👩‍👩‍👦 => 👩‍👩‍👦, fāmili, fefine, tamasiʻi
👩‍👩‍👧 => 👩‍👩‍👧, fāmili, fefine, taʻahine
👩‍👩‍👧‍👦 => 👩‍👩‍👧‍👦, fāmili, fefine, taʻahine, tamasiʻi
👩‍👩‍👦‍👦 => 👩‍👩‍👦‍👦, fāmili, fefine, tamasiʻi
👩‍👩‍👧‍👧 => 👩‍👩‍👧‍👧, fāmili, fefine, taʻahine
👨‍👦 => 👨‍👦, fāmili, tamasiʻi, tangata
👨‍👦‍👦 => 👨‍👦‍👦, fāmili, tamasiʻi, tangata
👨‍👧 => 👨‍👧, fāmili, taʻahine, tangata
👨‍👧‍👦 => 👨‍👧‍👦, fāmili, taʻahine, tamasiʻi, tangata
👨‍👧‍👧 => 👨‍👧‍👧, fāmili, taʻahine, tangata
👩‍👦 => 👩‍👦, fāmili, fefine, tamasiʻi
👩‍👦‍👦 => 👩‍👦‍👦, fāmili, fefine, tamasiʻi
👩‍👧 => 👩‍👧, fāmili, fefine, taʻahine
👩‍👧‍👦 => 👩‍👧‍👦, fāmili, fefine, taʻahine, tamasiʻi
👩‍👧‍👧 => 👩‍👧‍👧, fāmili, fefine, taʻahine
🔟 => 🔟, tatā foʻi kī
🇦🇨 => 🇦🇨, fuka Motu ʻAsenisini
🇦🇩 => 🇦🇩, fuka ʻAnitola
🇦🇪 => 🇦🇪, fuka ʻAlepea Fakatahataha
🇦🇫 => 🇦🇫, fuka ʻAfikānisitani
🇦🇬 => 🇦🇬, fuka Anitikua mo Palaputa
🇦🇮 => 🇦🇮, fuka Anikuila
🇦🇱 => 🇦🇱, fuka ʻAlipania
🇦🇲 => 🇦🇲, fuka ʻĀmenia
🇦🇴 => 🇦🇴, fuka ʻAngikola
🇦🇶 => 🇦🇶, fuka ʻAnitātika
🇦🇷 => 🇦🇷, fuka ʻAsenitina
🇦🇸 => 🇦🇸, fuka Haʻamoa ʻAmelika
🇦🇹 => 🇦🇹, fuka ʻAositulia
🇦🇺 => 🇦🇺, fuka ʻAositelēlia
🇦🇼 => 🇦🇼, fuka ʻAlupa
🇦🇽 => 🇦🇽, fuka ʻOtumotu ʻAlani
🇦🇿 => 🇦🇿, fuka ʻAsapaisani
🇧🇦 => 🇧🇦, fuka Posinia mo Hesikōvina
🇧🇧 => 🇧🇧, fuka Pāpeitosi
🇧🇩 => 🇧🇩, fuka Pengilātesi
🇧🇪 => 🇧🇪, fuka Pelesiume
🇧🇫 => 🇧🇫, fuka Pekano Faso
🇧🇬 => 🇧🇬, fuka Pulukalia
🇧🇭 => 🇧🇭, fuka Paleini
🇧🇮 => 🇧🇮, fuka Puluniti
🇧🇯 => 🇧🇯, fuka Penini
🇧🇱 => 🇧🇱, fuka Sā Patēlemi
🇧🇲 => 🇧🇲, fuka Pēmuta
🇧🇳 => 🇧🇳, fuka Pulunei
🇧🇴 => 🇧🇴, fuka Polīvia
🇧🇶 => 🇧🇶, fuka Kalipiane fakahōlani
🇧🇷 => 🇧🇷, fuka Palāsili
🇧🇸 => 🇧🇸, fuka Pahama
🇧🇹 => 🇧🇹, fuka Pūtani
🇧🇻 => 🇧🇻, fuka Motu Puveti
🇧🇼 => 🇧🇼, fuka Potisiuana
🇧🇾 => 🇧🇾, fuka Pelalusi
🇧🇿 => 🇧🇿, fuka Pelise
🇨🇦 => 🇨🇦, fuka Kānata
🇨🇨 => 🇨🇨, fuka ʻOtumotu Koko
🇨🇩 => 🇨🇩, fuka Kongo  Kinisasa
🇨🇫 => 🇨🇫, fuka Lepupelika ʻAfilika Lotoloto
🇨🇬 => 🇨🇬, fuka Kongo  Palasavila
🇨🇭 => 🇨🇭, fuka Suisilani
🇨🇮 => 🇨🇮, fuka Matafonua ʻAivolī
🇨🇰 => 🇨🇰, fuka ʻOtumotu Kuki
🇨🇱 => 🇨🇱, fuka Sili
🇨🇲 => 🇨🇲, fuka Kameluni
🇨🇳 => 🇨🇳, fuka Siaina
🇨🇴 => 🇨🇴, fuka Kolomipia
🇨🇵 => 🇨🇵, fuka Motu Kilipatoni
🇨🇷 => 🇨🇷, fuka Kosita Lika
🇨🇺 => 🇨🇺, fuka Kiupa
🇨🇻 => 🇨🇻, fuka Muiʻi Vēte
🇨🇼 => 🇨🇼, fuka Kulasao
🇨🇽 => 🇨🇽, fuka Motu Kilisimasi
🇨🇾 => 🇨🇾, fuka Saipalesi
🇨🇿 => 🇨🇿, fuka Sēkia
🇩🇪 => 🇩🇪, fuka Siamane
🇩🇬 => 🇩🇬, fuka Tieko Kāsia
🇩🇯 => 🇩🇯, fuka Siputi
🇩🇰 => 🇩🇰, fuka Tenimaʻake
🇩🇲 => 🇩🇲, fuka Tominika
🇩🇴 => 🇩🇴, fuka Lepupelika Tominika
🇩🇿 => 🇩🇿, fuka ʻAlisilia
🇪🇦 => 🇪🇦, fuka Siuta mo Melila
🇪🇨 => 🇪🇨, fuka ʻEkuetoa
🇪🇪 => 🇪🇪, fuka ʻEsitōnia
🇪🇬 => 🇪🇬, fuka ʻIsipite
🇪🇭 => 🇪🇭, fuka Sahala fakahihifo
🇪🇷 => 🇪🇷, fuka ʻElitulia
🇪🇸 => 🇪🇸, fuka Sipeini
🇪🇹 => 🇪🇹, fuka ʻĪtiōpia
🇪🇺 => 🇪🇺, fuka ʻEulope fakatahataha
🇫🇮 => 🇫🇮, fuka Finilani
🇫🇯 => 🇫🇯, fuka Fisi
🇫🇰 => 🇫🇰, fuka ʻOtumotu Fokulani
🇫🇲 => 🇫🇲, fuka Mikolonīsia
🇫🇴 => 🇫🇴, fuka ʻOtumotu Faloe
🇫🇷 => 🇫🇷, fuka Falanisē
🇬🇦 => 🇬🇦, fuka Kaponi
🇬🇧 => 🇬🇧, fuka Pilitānia
🇬🇩 => 🇬🇩, fuka Kelenatā
🇬🇪 => 🇬🇪, fuka Seōsia
🇬🇫 => 🇬🇫, fuka Kuiana fakafalanisē
🇬🇬 => 🇬🇬, fuka Kuenisī
🇬🇭 => 🇬🇭, fuka Kana
🇬🇮 => 🇬🇮, fuka Sipalālitā
🇬🇱 => 🇬🇱, fuka Kulinilani
🇬🇲 => 🇬🇲, fuka Kamipia
🇬🇳 => 🇬🇳, fuka Kini
🇬🇵 => 🇬🇵, fuka Kuatalupe
🇬🇶 => 🇬🇶, fuka ʻEkueta Kini
🇬🇷 => 🇬🇷, fuka Kalisi
🇬🇸 => 🇬🇸, fuka ʻOtumotu Seōsia-tonga mo Saniuisi-tonga
🇬🇹 => 🇬🇹, fuka Kuatamala
🇬🇺 => 🇬🇺, fuka Kuamu
🇬🇼 => 🇬🇼, fuka Kini-Pisau
🇬🇾 => 🇬🇾, fuka Kuiana
🇭🇰 => 🇭🇰, fuka Hongi Kongi SAR Siaina
🇭🇲 => 🇭🇲, fuka ʻOtumotu Heati mo Makitonali
🇭🇳 => 🇭🇳, fuka Honitulasi
🇭🇷 => 🇭🇷, fuka Kuloisia
🇭🇹 => 🇭🇹, fuka Haiti
🇭🇺 => 🇭🇺, fuka Hungakalia
🇮🇨 => 🇮🇨, fuka ʻOtumotu Kaneli
🇮🇩 => 🇮🇩, fuka ʻInitonēsia
🇮🇪 => 🇮🇪, fuka ʻAealani
🇮🇱 => 🇮🇱, fuka ʻIsileli
🇮🇲 => 🇮🇲, fuka Motu Mani
🇮🇳 => 🇮🇳, fuka ʻInitia
🇮🇴 => 🇮🇴, fuka Potu fonua moana ʻInitia fakapilitānia
🇮🇶 => 🇮🇶, fuka ʻIlaaki
🇮🇷 => 🇮🇷, fuka ʻIlaani
🇮🇸 => 🇮🇸, fuka ʻAisilani
🇮🇹 => 🇮🇹, fuka ʻĪtali
🇯🇪 => 🇯🇪, fuka Selusī
🇯🇲 => 🇯🇲, fuka Samaika
🇯🇴 => 🇯🇴, fuka Soatane
🇯🇵 => 🇯🇵, fuka Siapani
🇰🇪 => 🇰🇪, fuka Keniā
🇰🇬 => 🇰🇬, fuka Kīkisitani
🇰🇭 => 🇰🇭, fuka Kamipōtia
🇰🇮 => 🇰🇮, fuka Kilipasi
🇰🇲 => 🇰🇲, fuka Komolosi
🇰🇳 => 🇰🇳, fuka Sā Kitisi mo Nevisi
🇰🇵 => 🇰🇵, fuka Kōlea tokelau
🇰🇷 => 🇰🇷, fuka Kōlea tonga
🇰🇼 => 🇰🇼, fuka Kueiti
🇰🇾 => 🇰🇾, fuka ʻOtumotu Keimeni
🇰🇿 => 🇰🇿, fuka Kasakitani
🇱🇦 => 🇱🇦, fuka Lau
🇱🇧 => 🇱🇧, fuka Lepanoni
🇱🇨 => 🇱🇨, fuka Sā Lūsia
🇱🇮 => 🇱🇮, fuka Likitenisiteini
🇱🇰 => 🇱🇰, fuka Sīlangikā
🇱🇷 => 🇱🇷, fuka Laipelia
🇱🇸 => 🇱🇸, fuka Lesoto
🇱🇹 => 🇱🇹, fuka Lituania
🇱🇺 => 🇱🇺, fuka Lakisimipeki
🇱🇻 => 🇱🇻, fuka Lativia
🇱🇾 => 🇱🇾, fuka Līpia
🇲🇦 => 🇲🇦, fuka Moloko
🇲🇨 => 🇲🇨, fuka Monako
🇲🇩 => 🇲🇩, fuka Molotova
🇲🇪 => 🇲🇪, fuka Monitenikalo
🇲🇫 => 🇲🇫, fuka Sā Mātini (fakafalanisē)
🇲🇬 => 🇲🇬, fuka Matakasika
🇲🇭 => 🇲🇭, fuka ʻOtumotu Māsolo
🇲🇰 => 🇲🇰, fuka Masetōnia fakatokelau
🇲🇱 => 🇲🇱, fuka Māli
🇲🇲 => 🇲🇲, fuka Mianimā (Pema)
🇲🇳 => 🇲🇳, fuka Mongokōlia
🇲🇴 => 🇲🇴, fuka Makau SAR Siaina
🇲🇵 => 🇲🇵, fuka ʻOtumotu Maliana tokelau
🇲🇶 => 🇲🇶, fuka Mātiniki
🇲🇷 => 🇲🇷, fuka Maulitenia
🇲🇸 => 🇲🇸, fuka Moʻungaselati
🇲🇹 => 🇲🇹, fuka Malita
🇲🇺 => 🇲🇺, fuka Maulitiusi
🇲🇻 => 🇲🇻, fuka Malativisi
🇲🇼 => 🇲🇼, fuka Malaui
🇲🇽 => 🇲🇽, fuka Mekisikou
🇲🇾 => 🇲🇾, fuka Malēsia
🇲🇿 => 🇲🇿, fuka Mosēmipiki
🇳🇦 => 🇳🇦, fuka Namipia
🇳🇨 => 🇳🇨, fuka Niu Kaletōnia
🇳🇪 => 🇳🇪, fuka Nisia
🇳🇫 => 🇳🇫, fuka Motu Nōfoliki
🇳🇬 => 🇳🇬, fuka Naisilia
🇳🇮 => 🇳🇮, fuka Nikalakua
🇳🇱 => 🇳🇱, fuka Hōlani
🇳🇴 => 🇳🇴, fuka Noauē
🇳🇵 => 🇳🇵, fuka Nepali
🇳🇷 => 🇳🇷, fuka Naulu
🇳🇺 => 🇳🇺, fuka Niuē
🇳🇿 => 🇳🇿, fuka Nuʻusila
🇴🇲 => 🇴🇲, fuka ʻOmani
🇵🇦 => 🇵🇦, fuka Panamā
🇵🇪 => 🇵🇪, fuka Pelū
🇵🇫 => 🇵🇫, fuka Polinisia fakafalanisē
🇵🇬 => 🇵🇬, fuka Papuaniukini
🇵🇭 => 🇵🇭, fuka Filipaini
🇵🇰 => 🇵🇰, fuka Pākisitani
🇵🇱 => 🇵🇱, fuka Polani
🇵🇲 => 🇵🇲, fuka Sā Piea mo Mikeloni
🇵🇳 => 🇵🇳, fuka ʻOtumotu Pitikeni
🇵🇷 => 🇵🇷, fuka Puēto Liko
🇵🇸 => 🇵🇸, fuka Potu Palesitaine
🇵🇹 => 🇵🇹, fuka Potukali
🇵🇼 => 🇵🇼, fuka Palau
🇵🇾 => 🇵🇾, fuka Palakuai
🇶🇦 => 🇶🇦, fuka Katā
🇷🇪 => 🇷🇪, fuka Lēunioni
🇷🇴 => 🇷🇴, fuka Lomēnia
🇷🇸 => 🇷🇸, fuka Sēpia
🇷🇺 => 🇷🇺, fuka Lūsia
🇷🇼 => 🇷🇼, fuka Luanitā
🇸🇦 => 🇸🇦, fuka Saute ʻAlepea
🇸🇧 => 🇸🇧, fuka ʻOtumotu Solomone
🇸🇨 => 🇸🇨, fuka ʻOtumotu Seiseli
🇸🇩 => 🇸🇩, fuka Sūteni
🇸🇪 => 🇸🇪, fuka Suēteni
🇸🇬 => 🇸🇬, fuka Singapoa
🇸🇭 => 🇸🇭, fuka Sā Helena
🇸🇮 => 🇸🇮, fuka Silōvenia
🇸🇯 => 🇸🇯, fuka Sivolopāti mo Sani Maieni
🇸🇰 => 🇸🇰, fuka Silōvakia
🇸🇱 => 🇸🇱, fuka Siela Leone
🇸🇲 => 🇸🇲, fuka Sā Malino
🇸🇳 => 🇸🇳, fuka Senekalo
🇸🇴 => 🇸🇴, fuka Sōmalia
🇸🇷 => 🇸🇷, fuka Suliname
🇸🇸 => 🇸🇸, fuka Sūtani fakatonga
🇸🇹 => 🇸🇹, fuka Sao Tomē mo Pilinisipe
